"","fecha_dia","empresa","producto","menciones_positivas","menciones_negativas","menciones_neutras"
"3423",2025-03-23,"Meta","Instagram",383,204,344
"3424",2025-03-23,"Meta","Oculus Rift",407,193,379
"3425",2025-03-23,"Meta","Portal",405,215,359
"3426",2025-03-23,"Meta","WhatsApp",388,210,399
"3427",2025-03-23,"Nike","Air Max",389,187,346
"3428",2025-03-23,"Nike","Dri-FIT Apparel",415,194,376
"3429",2025-03-23,"Nike","Football Boots",377,192,386
"3430",2025-03-23,"Nike","Jordan",401,190,386
"3431",2025-03-23,"Nike","Nike+ App",385,188,355
"3432",2025-03-23,"Nike","Running Shoes",411,187,340
"3433",2025-03-23,"Nvidia","AI Chips",352,204,386
"3434",2025-03-23,"Nvidia","Cloud Gaming",382,194,413
"3435",2025-03-23,"Nvidia","DLSS Tech",391,206,413
"3436",2025-03-23,"Nvidia","GPU Drivers",354,179,361
"3437",2025-03-23,"Nvidia","RTX GPUs",373,211,384
"3438",2025-03-23,"Nvidia","RTX Laptops",390,196,367
"3439",2025-03-23,"Tesla","Model 3",413,190,385
"3440",2025-03-23,"Tesla","Model S",375,204,402
"3441",2025-03-23,"Tesla","Model X",364,177,392
"3442",2025-03-23,"Tesla","Model Y",383,174,358
"3443",2025-03-23,"Tesla","Powerwall",412,185,378
"3444",2025-03-23,"Tesla","Solar Roof",390,185,393
"3445",2025-03-24,"Apple","AirPods",398,202,371
"3446",2025-03-24,"Apple","App Store",389,183,395
"3447",2025-03-24,"Apple","Apple Watch",423,167,374
"3448",2025-03-24,"Apple","MacBook",369,200,381
"3449",2025-03-24,"Apple","iPad",390,203,385
"3450",2025-03-24,"Apple","iPhone",422,192,402
"3451",2025-03-24,"Binance","Futures",385,181,382
"3452",2025-03-24,"Binance","Margin Trading",401,189,378
"3453",2025-03-24,"Binance","P2P",383,196,392
"3454",2025-03-24,"Binance","Spot Exchange",367,200,349
"3455",2025-03-24,"Binance","Staking",372,192,354
"3456",2025-03-24,"Binance","Wallet",396,205,419
"3457",2025-03-24,"Coinbase","Earn",353,178,371
"3458",2025-03-24,"Coinbase","NFT Marketplace",368,194,385
"3459",2025-03-24,"Coinbase","Pro",409,195,377
"3460",2025-03-24,"Coinbase","Spot Trading",428,198,383
"3461",2025-03-24,"Coinbase","Staking",392,205,396
"3462",2025-03-24,"Coinbase","Wallet",403,189,342
"3463",2025-03-24,"Meta","Facebook",384,180,403
"3464",2025-03-24,"Meta","Horizon Worlds",373,188,381
"3465",2025-03-24,"Meta","Instagram",369,178,380
"3466",2025-03-24,"Meta","Oculus Rift",390,193,345
"3467",2025-03-24,"Meta","Portal",376,182,391
"3468",2025-03-24,"Meta","WhatsApp",412,206,373
"3469",2025-03-24,"Nike","Air Max",384,214,377
"3470",2025-03-24,"Nike","Dri-FIT Apparel",405,186,377
"3471",2025-03-24,"Nike","Football Boots",355,205,370
"3472",2025-03-24,"Nike","Jordan",417,168,359
"3473",2025-03-24,"Nike","Nike+ App",397,198,401
"3474",2025-03-24,"Nike","Running Shoes",392,212,353
"3475",2025-03-24,"Nvidia","AI Chips",386,207,360
"3476",2025-03-24,"Nvidia","Cloud Gaming",393,176,363
"3477",2025-03-24,"Nvidia","DLSS Tech",416,181,388
"3478",2025-03-24,"Nvidia","GPU Drivers",370,174,369
"3479",2025-03-24,"Nvidia","RTX GPUs",391,196,361
"3480",2025-03-24,"Nvidia","RTX Laptops",407,194,358
"3481",2025-03-24,"Tesla","Model 3",404,170,419
"3482",2025-03-24,"Tesla","Model S",372,192,396
"3483",2025-03-24,"Tesla","Model X",364,175,411
"3484",2025-03-24,"Tesla","Model Y",376,156,361
"3485",2025-03-24,"Tesla","Powerwall",322,188,366
"3486",2025-03-24,"Tesla","Solar Roof",420,193,373
"3487",2025-03-25,"Apple","AirPods",385,202,359
"3488",2025-03-25,"Apple","App Store",407,186,396
"3489",2025-03-25,"Apple","Apple Watch",372,188,366
"3490",2025-03-25,"Apple","MacBook",389,200,374
"3491",2025-03-25,"Apple","iPad",380,192,389
"3492",2025-03-25,"Apple","iPhone",349,198,389
"3493",2025-03-25,"Binance","Futures",406,181,397
"3494",2025-03-25,"Binance","Margin Trading",368,182,371
"3495",2025-03-25,"Binance","P2P",392,194,376
"3496",2025-03-25,"Binance","Spot Exchange",381,206,358
"3497",2025-03-25,"Binance","Staking",418,213,350
"3498",2025-03-25,"Binance","Wallet",387,208,394
"3499",2025-03-25,"Coinbase","Earn",388,180,386
"3500",2025-03-25,"Coinbase","NFT Marketplace",385,173,403
"3501",2025-03-25,"Coinbase","Pro",390,186,358
"3502",2025-03-25,"Coinbase","Spot Trading",371,196,402
"3503",2025-03-25,"Coinbase","Staking",388,210,381
"3504",2025-03-25,"Coinbase","Wallet",387,188,421
"3505",2025-03-25,"Meta","Facebook",389,198,425
"3506",2025-03-25,"Meta","Horizon Worlds",378,208,409
"3507",2025-03-25,"Meta","Instagram",368,209,396
"3508",2025-03-25,"Meta","Oculus Rift",416,176,361
"3509",2025-03-25,"Meta","Portal",372,193,396
"3510",2025-03-25,"Meta","WhatsApp",397,183,382
"3511",2025-03-25,"Nike","Air Max",371,202,357
"3512",2025-03-25,"Nike","Dri-FIT Apparel",375,182,380
"3513",2025-03-25,"Nike","Football Boots",376,204,376
"3514",2025-03-25,"Nike","Jordan",398,181,374
"3515",2025-03-25,"Nike","Nike+ App",399,199,398
"3516",2025-03-25,"Nike","Running Shoes",388,197,415
"3517",2025-03-25,"Nvidia","AI Chips",404,163,360
"3518",2025-03-25,"Nvidia","Cloud Gaming",405,181,387
"3519",2025-03-25,"Nvidia","DLSS Tech",370,163,393
"3520",2025-03-25,"Nvidia","GPU Drivers",412,181,387
"3521",2025-03-25,"Nvidia","RTX GPUs",382,168,372
"3522",2025-03-25,"Nvidia","RTX Laptops",381,202,406
"3523",2025-03-25,"Tesla","Model 3",388,184,402
"3524",2025-03-25,"Tesla","Model S",376,190,396
"3525",2025-03-25,"Tesla","Model X",385,185,378
"3526",2025-03-25,"Tesla","Model Y",379,194,391
"3527",2025-03-25,"Tesla","Powerwall",375,195,375
"3528",2025-03-25,"Tesla","Solar Roof",401,174,412
"3529",2025-03-26,"Apple","AirPods",393,196,365
"3530",2025-03-26,"Apple","App Store",401,194,413
"3531",2025-03-26,"Apple","Apple Watch",367,205,395
"3532",2025-03-26,"Apple","MacBook",369,199,377
"3533",2025-03-26,"Apple","iPad",382,182,379
"3534",2025-03-26,"Apple","iPhone",372,171,401
"3535",2025-03-26,"Binance","Futures",388,190,379
"3536",2025-03-26,"Binance","Margin Trading",395,181,361
"3537",2025-03-26,"Binance","P2P",420,205,342
"3538",2025-03-26,"Binance","Spot Exchange",379,211,396
"3539",2025-03-26,"Binance","Staking",379,193,394
"3540",2025-03-26,"Binance","Wallet",406,178,448
"3541",2025-03-26,"Coinbase","Earn",359,190,424
"3542",2025-03-26,"Coinbase","NFT Marketplace",361,188,399
"3543",2025-03-26,"Coinbase","Pro",367,170,366
"3544",2025-03-26,"Coinbase","Spot Trading",376,179,442
"3545",2025-03-26,"Coinbase","Staking",397,205,411
"3546",2025-03-26,"Coinbase","Wallet",380,181,393
"3547",2025-03-26,"Meta","Facebook",399,184,368
"3548",2025-03-26,"Meta","Horizon Worlds",382,169,373
"3549",2025-03-26,"Meta","Instagram",377,169,380
"3550",2025-03-26,"Meta","Oculus Rift",367,194,391
"3551",2025-03-26,"Meta","Portal",374,209,375
"3552",2025-03-26,"Meta","WhatsApp",341,176,395
"3553",2025-03-26,"Nike","Air Max",390,178,352
"3554",2025-03-26,"Nike","Dri-FIT Apparel",385,212,411
"3555",2025-03-26,"Nike","Football Boots",417,205,383
"3556",2025-03-26,"Nike","Jordan",370,190,383
"3557",2025-03-26,"Nike","Nike+ App",428,173,380
"3558",2025-03-26,"Nike","Running Shoes",401,197,355
"3559",2025-03-26,"Nvidia","AI Chips",400,192,382
"3560",2025-03-26,"Nvidia","Cloud Gaming",351,213,356
"3561",2025-03-26,"Nvidia","DLSS Tech",386,227,371
"3562",2025-03-26,"Nvidia","GPU Drivers",393,212,378
"3563",2025-03-26,"Nvidia","RTX GPUs",420,208,378
"3564",2025-03-26,"Nvidia","RTX Laptops",392,182,389
"3565",2025-03-26,"Tesla","Model 3",403,195,346
"3566",2025-03-26,"Tesla","Model S",401,212,407
"3567",2025-03-26,"Tesla","Model X",385,197,385
"3568",2025-03-26,"Tesla","Model Y",389,189,410
"3569",2025-03-26,"Tesla","Powerwall",396,175,361
"3570",2025-03-26,"Tesla","Solar Roof",374,172,370
"3571",2025-03-27,"Apple","AirPods",400,191,385
"3572",2025-03-27,"Apple","App Store",392,181,356
"3573",2025-03-27,"Apple","Apple Watch",359,190,433
"3574",2025-03-27,"Apple","MacBook",388,173,411
"3575",2025-03-27,"Apple","iPad",371,187,381
"3576",2025-03-27,"Apple","iPhone",413,230,393
"3577",2025-03-27,"Binance","Futures",400,180,436
"3578",2025-03-27,"Binance","Margin Trading",379,206,396
"3579",2025-03-27,"Binance","P2P",398,197,376
"3580",2025-03-27,"Binance","Spot Exchange",400,174,383
"3581",2025-03-27,"Binance","Staking",380,225,402
"3582",2025-03-27,"Binance","Wallet",397,180,382
"3583",2025-03-27,"Coinbase","Earn",393,177,380
"3584",2025-03-27,"Coinbase","NFT Marketplace",394,188,403
"3585",2025-03-27,"Coinbase","Pro",388,204,389
"3586",2025-03-27,"Coinbase","Spot Trading",348,192,372
"3587",2025-03-27,"Coinbase","Staking",357,186,402
"3588",2025-03-27,"Coinbase","Wallet",405,191,367
"3589",2025-03-27,"Meta","Facebook",397,208,422
"3590",2025-03-27,"Meta","Horizon Worlds",368,202,379
"3591",2025-03-27,"Meta","Instagram",382,206,355
"3592",2025-03-27,"Meta","Oculus Rift",332,194,384
"3593",2025-03-27,"Meta","Portal",390,190,362
"3594",2025-03-27,"Meta","WhatsApp",383,226,398
"3595",2025-03-27,"Nike","Air Max",390,190,363
"3596",2025-03-27,"Nike","Dri-FIT Apparel",370,195,369
"3597",2025-03-27,"Nike","Football Boots",358,185,377
"3598",2025-03-27,"Nike","Jordan",406,171,404
"3599",2025-03-27,"Nike","Nike+ App",399,183,373
"3600",2025-03-27,"Nike","Running Shoes",389,194,400
"3601",2025-03-27,"Nvidia","AI Chips",370,201,372
"3602",2025-03-27,"Nvidia","Cloud Gaming",396,216,356
"3603",2025-03-27,"Nvidia","DLSS Tech",378,189,388
"3604",2025-03-27,"Nvidia","GPU Drivers",387,167,375
"3605",2025-03-27,"Nvidia","RTX GPUs",340,185,388
"3606",2025-03-27,"Nvidia","RTX Laptops",398,196,404
"3607",2025-03-27,"Tesla","Model 3",380,194,382
"3608",2025-03-27,"Tesla","Model S",380,195,369
"3609",2025-03-27,"Tesla","Model X",416,190,414
"3610",2025-03-27,"Tesla","Model Y",378,178,380
"3611",2025-03-27,"Tesla","Powerwall",388,179,416
"3612",2025-03-27,"Tesla","Solar Roof",409,197,390
"3613",2025-03-28,"Apple","AirPods",394,207,399
"3614",2025-03-28,"Apple","App Store",359,226,335
"3615",2025-03-28,"Apple","Apple Watch",375,181,384
"3616",2025-03-28,"Apple","MacBook",389,199,376
"3617",2025-03-28,"Apple","iPad",351,218,375
"3618",2025-03-28,"Apple","iPhone",408,206,359
"3619",2025-03-28,"Binance","Futures",382,222,413
"3620",2025-03-28,"Binance","Margin Trading",365,202,387
"3621",2025-03-28,"Binance","P2P",399,208,355
"3622",2025-03-28,"Binance","Spot Exchange",386,186,427
"3623",2025-03-28,"Binance","Staking",396,181,390
"3624",2025-03-28,"Binance","Wallet",398,193,376
"3625",2025-03-28,"Coinbase","Earn",401,169,378
"3626",2025-03-28,"Coinbase","NFT Marketplace",419,165,392
"3627",2025-03-28,"Coinbase","Pro",370,180,412
"3628",2025-03-28,"Coinbase","Spot Trading",384,185,377
"3629",2025-03-28,"Coinbase","Staking",405,189,391
"3630",2025-03-28,"Coinbase","Wallet",380,200,351
"3631",2025-03-28,"Meta","Facebook",391,182,380
"3632",2025-03-28,"Meta","Horizon Worlds",397,213,365
"3633",2025-03-28,"Meta","Instagram",381,185,369
"3634",2025-03-28,"Meta","Oculus Rift",385,196,354
"3635",2025-03-28,"Meta","Portal",363,193,379
"3636",2025-03-28,"Meta","WhatsApp",413,202,386
"3637",2025-03-28,"Nike","Air Max",399,188,381
"3638",2025-03-28,"Nike","Dri-FIT Apparel",403,202,373
"3639",2025-03-28,"Nike","Football Boots",389,190,390
"3640",2025-03-28,"Nike","Jordan",362,184,363
"3641",2025-03-28,"Nike","Nike+ App",376,187,382
"3642",2025-03-28,"Nike","Running Shoes",387,198,375
"3643",2025-03-28,"Nvidia","AI Chips",365,185,369
"3644",2025-03-28,"Nvidia","Cloud Gaming",371,195,402
"3645",2025-03-28,"Nvidia","DLSS Tech",387,206,361
"3646",2025-03-28,"Nvidia","GPU Drivers",389,190,383
"3647",2025-03-28,"Nvidia","RTX GPUs",334,177,377
"3648",2025-03-28,"Nvidia","RTX Laptops",399,210,351
"3649",2025-03-28,"Tesla","Model 3",379,201,422
"3650",2025-03-28,"Tesla","Model S",361,202,366
"3651",2025-03-28,"Tesla","Model X",347,186,387
"3652",2025-03-28,"Tesla","Model Y",360,204,379
"3653",2025-03-28,"Tesla","Powerwall",385,188,379
"3654",2025-03-28,"Tesla","Solar Roof",365,196,392
"3655",2025-03-29,"Apple","AirPods",412,187,371
"3656",2025-03-29,"Apple","App Store",333,201,394
"3657",2025-03-29,"Apple","Apple Watch",405,195,404
"3658",2025-03-29,"Apple","MacBook",405,190,383
"3659",2025-03-29,"Apple","iPad",397,179,392
"3660",2025-03-29,"Apple","iPhone",375,197,396
"3661",2025-03-29,"Binance","Futures",401,198,373
"3662",2025-03-29,"Binance","Margin Trading",410,204,341
"3663",2025-03-29,"Binance","P2P",376,197,411
"3664",2025-03-29,"Binance","Spot Exchange",394,175,404
"3665",2025-03-29,"Binance","Staking",400,191,350
"3666",2025-03-29,"Binance","Wallet",372,181,374
"3667",2025-03-29,"Coinbase","Earn",402,200,375
"3668",2025-03-29,"Coinbase","NFT Marketplace",410,180,362
"3669",2025-03-29,"Coinbase","Pro",381,215,367
"3670",2025-03-29,"Coinbase","Spot Trading",362,201,360
"3671",2025-03-29,"Coinbase","Staking",372,209,377
"3672",2025-03-29,"Coinbase","Wallet",360,208,407
"3673",2025-03-29,"Meta","Facebook",410,205,377
"3674",2025-03-29,"Meta","Horizon Worlds",362,170,369
"3675",2025-03-29,"Meta","Instagram",392,205,395
"3676",2025-03-29,"Meta","Oculus Rift",372,184,405
"3677",2025-03-29,"Meta","Portal",381,201,407
"3678",2025-03-29,"Meta","WhatsApp",383,197,399
"3679",2025-03-29,"Nike","Air Max",367,169,385
"3680",2025-03-29,"Nike","Dri-FIT Apparel",389,205,368
"3681",2025-03-29,"Nike","Football Boots",425,197,418
"3682",2025-03-29,"Nike","Jordan",417,210,379
"3683",2025-03-29,"Nike","Nike+ App",412,189,386
"3684",2025-03-29,"Nike","Running Shoes",364,173,397
"3685",2025-03-29,"Nvidia","AI Chips",358,181,394
"3686",2025-03-29,"Nvidia","Cloud Gaming",397,204,401
"3687",2025-03-29,"Nvidia","DLSS Tech",405,170,402
"3688",2025-03-29,"Nvidia","GPU Drivers",355,195,372
"3689",2025-03-29,"Nvidia","RTX GPUs",350,203,338
"3690",2025-03-29,"Nvidia","RTX Laptops",384,193,396
"3691",2025-03-29,"Tesla","Model 3",374,188,382
"3692",2025-03-29,"Tesla","Model S",401,168,408
"3693",2025-03-29,"Tesla","Model X",366,198,370
"3694",2025-03-29,"Tesla","Model Y",333,180,378
"3695",2025-03-29,"Tesla","Powerwall",395,168,368
"3696",2025-03-29,"Tesla","Solar Roof",374,181,396
"3697",2025-03-30,"Apple","AirPods",397,197,391
"3698",2025-03-30,"Apple","App Store",378,182,399
"3699",2025-03-30,"Apple","Apple Watch",363,188,378
"3700",2025-03-30,"Apple","MacBook",411,182,340
"3701",2025-03-30,"Apple","iPad",405,197,344
"3702",2025-03-30,"Apple","iPhone",377,193,359
"3703",2025-03-30,"Binance","Futures",361,180,369
"3704",2025-03-30,"Binance","Margin Trading",352,199,393
"3705",2025-03-30,"Binance","P2P",401,200,390
"3706",2025-03-30,"Binance","Spot Exchange",380,191,393
"3707",2025-03-30,"Binance","Staking",366,176,389
"3708",2025-03-30,"Binance","Wallet",365,207,415
"3709",2025-03-30,"Coinbase","Earn",374,188,355
"3710",2025-03-30,"Coinbase","NFT Marketplace",388,226,392
"3711",2025-03-30,"Coinbase","Pro",403,192,408
"3712",2025-03-30,"Coinbase","Spot Trading",382,184,383
"3713",2025-03-30,"Coinbase","Staking",355,172,369
"3714",2025-03-30,"Coinbase","Wallet",392,179,344
"3715",2025-03-30,"Meta","Facebook",379,177,372
"3716",2025-03-30,"Meta","Horizon Worlds",392,187,378
"3717",2025-03-30,"Meta","Instagram",382,217,379
"3718",2025-03-30,"Meta","Oculus Rift",407,189,386
"3719",2025-03-30,"Meta","Portal",373,197,381
"3720",2025-03-30,"Meta","WhatsApp",376,190,391
"3721",2025-03-30,"Nike","Air Max",374,205,422
"3722",2025-03-30,"Nike","Dri-FIT Apparel",378,208,371
"3723",2025-03-30,"Nike","Football Boots",392,205,430
"3724",2025-03-30,"Nike","Jordan",383,185,363
"3725",2025-03-30,"Nike","Nike+ App",360,193,383
"3726",2025-03-30,"Nike","Running Shoes",383,209,403
"3727",2025-03-30,"Nvidia","AI Chips",382,196,404
"3728",2025-03-30,"Nvidia","Cloud Gaming",368,190,391
"3729",2025-03-30,"Nvidia","DLSS Tech",393,216,352
"3730",2025-03-30,"Nvidia","GPU Drivers",375,185,368
"3731",2025-03-30,"Nvidia","RTX GPUs",368,205,393
"3732",2025-03-30,"Nvidia","RTX Laptops",398,181,332
"3733",2025-03-30,"Tesla","Model 3",363,184,397
"3734",2025-03-30,"Tesla","Model S",376,169,365
"3735",2025-03-30,"Tesla","Model X",377,220,379
"3736",2025-03-30,"Tesla","Model Y",410,215,369
"3737",2025-03-30,"Tesla","Powerwall",372,196,371
"3738",2025-03-30,"Tesla","Solar Roof",361,180,406
"3739",2025-03-31,"Apple","AirPods",370,180,345
"3740",2025-03-31,"Apple","App Store",360,183,362
"3741",2025-03-31,"Apple","Apple Watch",421,215,430
"3742",2025-03-31,"Apple","MacBook",373,186,389
"3743",2025-03-31,"Apple","iPad",383,198,356
"3744",2025-03-31,"Apple","iPhone",373,219,379
"3745",2025-03-31,"Binance","Futures",364,197,389
"3746",2025-03-31,"Binance","Margin Trading",390,215,390
"3747",2025-03-31,"Binance","P2P",402,216,397
"3748",2025-03-31,"Binance","Spot Exchange",386,180,392
"3749",2025-03-31,"Binance","Staking",353,196,367
"3750",2025-03-31,"Binance","Wallet",396,200,396
"3751",2025-03-31,"Coinbase","Earn",383,176,397
"3752",2025-03-31,"Coinbase","NFT Marketplace",371,181,381
"3753",2025-03-31,"Coinbase","Pro",371,188,377
"3754",2025-03-31,"Coinbase","Spot Trading",372,189,387
"3755",2025-03-31,"Coinbase","Staking",366,178,395
"3756",2025-03-31,"Coinbase","Wallet",346,216,380
"3757",2025-03-31,"Meta","Facebook",384,181,374
"3758",2025-03-31,"Meta","Horizon Worlds",414,199,375
"3759",2025-03-31,"Meta","Instagram",360,185,393
"3760",2025-03-31,"Meta","Oculus Rift",379,193,400
"3761",2025-03-31,"Meta","Portal",389,215,364
"3762",2025-03-31,"Meta","WhatsApp",354,203,389
"3763",2025-03-31,"Nike","Air Max",353,185,403
"3764",2025-03-31,"Nike","Dri-FIT Apparel",399,191,396
"3765",2025-03-31,"Nike","Football Boots",385,214,412
"3766",2025-03-31,"Nike","Jordan",411,197,379
"3767",2025-03-31,"Nike","Nike+ App",346,204,359
"3768",2025-03-31,"Nike","Running Shoes",349,189,389
"3769",2025-03-31,"Nvidia","AI Chips",377,167,385
"3770",2025-03-31,"Nvidia","Cloud Gaming",394,188,372
"3771",2025-03-31,"Nvidia","DLSS Tech",360,206,413
"3772",2025-03-31,"Nvidia","GPU Drivers",395,207,375
"3773",2025-03-31,"Nvidia","RTX GPUs",361,184,403
"3774",2025-03-31,"Nvidia","RTX Laptops",374,213,403
"3775",2025-03-31,"Tesla","Model 3",382,206,387
"3776",2025-03-31,"Tesla","Model S",363,182,392
"3777",2025-03-31,"Tesla","Model X",406,159,400
"3778",2025-03-31,"Tesla","Model Y",347,212,349
"3779",2025-03-31,"Tesla","Powerwall",363,186,366
"3780",2025-03-31,"Tesla","Solar Roof",367,201,375
"3781",2025-04-01,"Apple","AirPods",373,205,386
"3782",2025-04-01,"Apple","App Store",372,178,400
"3783",2025-04-01,"Apple","Apple Watch",395,217,388
"3784",2025-04-01,"Apple","MacBook",374,213,369
"3785",2025-04-01,"Apple","iPad",384,188,360
"3786",2025-04-01,"Apple","iPhone",377,178,427
"3787",2025-04-01,"Binance","Futures",396,191,386
"3788",2025-04-01,"Binance","Margin Trading",403,194,402
"3789",2025-04-01,"Binance","P2P",385,184,363
"3790",2025-04-01,"Binance","Spot Exchange",372,192,370
"3791",2025-04-01,"Binance","Staking",388,204,385
"3792",2025-04-01,"Binance","Wallet",390,182,377
"3793",2025-04-01,"Coinbase","Earn",405,181,387
"3794",2025-04-01,"Coinbase","NFT Marketplace",420,205,346
"3795",2025-04-01,"Coinbase","Pro",394,197,399
"3796",2025-04-01,"Coinbase","Spot Trading",402,179,360
"3797",2025-04-01,"Coinbase","Staking",375,188,365
"3798",2025-04-01,"Coinbase","Wallet",375,187,386
"3799",2025-04-01,"Meta","Facebook",371,189,388
"3800",2025-04-01,"Meta","Horizon Worlds",392,161,373
"3801",2025-04-01,"Meta","Instagram",405,192,351
"3802",2025-04-01,"Meta","Oculus Rift",386,187,385
"3803",2025-04-01,"Meta","Portal",381,178,394
"3804",2025-04-01,"Meta","WhatsApp",372,204,373
"3805",2025-04-01,"Nike","Air Max",371,195,382
"3806",2025-04-01,"Nike","Dri-FIT Apparel",435,181,388
"3807",2025-04-01,"Nike","Football Boots",394,158,376
"3808",2025-04-01,"Nike","Jordan",377,156,399
"3809",2025-04-01,"Nike","Nike+ App",388,192,395
"3810",2025-04-01,"Nike","Running Shoes",371,182,385
"3811",2025-04-01,"Nvidia","AI Chips",368,210,382
"3812",2025-04-01,"Nvidia","Cloud Gaming",429,185,389
"3813",2025-04-01,"Nvidia","DLSS Tech",395,188,396
"3814",2025-04-01,"Nvidia","GPU Drivers",361,207,414
"3815",2025-04-01,"Nvidia","RTX GPUs",346,197,389
"3816",2025-04-01,"Nvidia","RTX Laptops",394,217,386
"3817",2025-04-01,"Tesla","Model 3",383,214,366
"3818",2025-04-01,"Tesla","Model S",354,185,370
"3819",2025-04-01,"Tesla","Model X",384,200,389
"3820",2025-04-01,"Tesla","Model Y",371,167,371
"3821",2025-04-01,"Tesla","Powerwall",410,184,400
"3822",2025-04-01,"Tesla","Solar Roof",377,153,364
"3823",2025-04-02,"Apple","AirPods",377,191,365
"3824",2025-04-02,"Apple","App Store",359,176,383
"3825",2025-04-02,"Apple","Apple Watch",359,199,386
"3826",2025-04-02,"Apple","MacBook",364,193,384
"3827",2025-04-02,"Apple","iPad",373,208,367
"3828",2025-04-02,"Apple","iPhone",369,200,410
"3829",2025-04-02,"Binance","Futures",372,155,405
"3830",2025-04-02,"Binance","Margin Trading",368,176,397
"3831",2025-04-02,"Binance","P2P",362,208,415
"3832",2025-04-02,"Binance","Spot Exchange",407,190,367
"3833",2025-04-02,"Binance","Staking",371,206,393
"3834",2025-04-02,"Binance","Wallet",371,170,345
"3835",2025-04-02,"Coinbase","Earn",375,209,378
"3836",2025-04-02,"Coinbase","NFT Marketplace",373,181,438
"3837",2025-04-02,"Coinbase","Pro",398,191,391
"3838",2025-04-02,"Coinbase","Spot Trading",396,194,378
"3839",2025-04-02,"Coinbase","Staking",393,188,409
"3840",2025-04-02,"Coinbase","Wallet",395,194,374
"3841",2025-04-02,"Meta","Facebook",362,177,402
"3842",2025-04-02,"Meta","Horizon Worlds",376,192,392
"3843",2025-04-02,"Meta","Instagram",403,209,413
"3844",2025-04-02,"Meta","Oculus Rift",414,209,349
"3845",2025-04-02,"Meta","Portal",363,200,387
"3846",2025-04-02,"Meta","WhatsApp",383,181,384
"3847",2025-04-02,"Nike","Air Max",362,184,392
"3848",2025-04-02,"Nike","Dri-FIT Apparel",373,162,375
"3849",2025-04-02,"Nike","Football Boots",424,190,420
"3850",2025-04-02,"Nike","Jordan",348,191,355
"3851",2025-04-02,"Nike","Nike+ App",386,185,379
"3852",2025-04-02,"Nike","Running Shoes",340,187,362
"3853",2025-04-02,"Nvidia","AI Chips",371,209,334
"3854",2025-04-02,"Nvidia","Cloud Gaming",406,203,396
"3855",2025-04-02,"Nvidia","DLSS Tech",406,188,364
"3856",2025-04-02,"Nvidia","GPU Drivers",356,182,398
"3857",2025-04-02,"Nvidia","RTX GPUs",375,182,364
"3858",2025-04-02,"Nvidia","RTX Laptops",418,171,364
"3859",2025-04-02,"Tesla","Model 3",379,201,387
"3860",2025-04-02,"Tesla","Model S",386,208,398
"3861",2025-04-02,"Tesla","Model X",346,181,391
"3862",2025-04-02,"Tesla","Model Y",412,197,371
"3863",2025-04-02,"Tesla","Powerwall",387,194,397
"3864",2025-04-02,"Tesla","Solar Roof",418,181,404
"3865",2025-04-03,"Apple","AirPods",346,200,372
"3866",2025-04-03,"Apple","App Store",441,220,405
"3867",2025-04-03,"Apple","Apple Watch",364,184,341
"3868",2025-04-03,"Apple","MacBook",402,194,384
"3869",2025-04-03,"Apple","iPad",402,197,393
"3870",2025-04-03,"Apple","iPhone",402,160,387
"3871",2025-04-03,"Binance","Futures",376,195,367
"3872",2025-04-03,"Binance","Margin Trading",418,196,394
"3873",2025-04-03,"Binance","P2P",366,183,368
"3874",2025-04-03,"Binance","Spot Exchange",371,197,365
"3875",2025-04-03,"Binance","Staking",390,205,396
"3876",2025-04-03,"Binance","Wallet",369,178,364
"3877",2025-04-03,"Coinbase","Earn",388,195,362
"3878",2025-04-03,"Coinbase","NFT Marketplace",359,194,385
"3879",2025-04-03,"Coinbase","Pro",372,197,412
"3880",2025-04-03,"Coinbase","Spot Trading",348,176,377
"3881",2025-04-03,"Coinbase","Staking",371,174,389
"3882",2025-04-03,"Coinbase","Wallet",397,177,404
"3883",2025-04-03,"Meta","Facebook",403,167,396
"3884",2025-04-03,"Meta","Horizon Worlds",393,190,418
"3885",2025-04-03,"Meta","Instagram",389,188,380
"3886",2025-04-03,"Meta","Oculus Rift",384,194,407
"3887",2025-04-03,"Meta","Portal",387,192,379
"3888",2025-04-03,"Meta","WhatsApp",405,193,405
"3889",2025-04-03,"Nike","Air Max",402,192,383
"3890",2025-04-03,"Nike","Dri-FIT Apparel",354,170,384
"3891",2025-04-03,"Nike","Football Boots",382,169,395
"3892",2025-04-03,"Nike","Jordan",384,184,385
"3893",2025-04-03,"Nike","Nike+ App",385,199,406
"3894",2025-04-03,"Nike","Running Shoes",405,170,368
"3895",2025-04-03,"Nvidia","AI Chips",383,174,384
"3896",2025-04-03,"Nvidia","Cloud Gaming",355,202,329
"3897",2025-04-03,"Nvidia","DLSS Tech",391,191,402
"3898",2025-04-03,"Nvidia","GPU Drivers",391,182,389
"3899",2025-04-03,"Nvidia","RTX GPUs",443,208,379
"3900",2025-04-03,"Nvidia","RTX Laptops",362,188,380
"3901",2025-04-03,"Tesla","Model 3",369,168,376
"3902",2025-04-03,"Tesla","Model S",403,184,361
"3903",2025-04-03,"Tesla","Model X",368,181,377
"3904",2025-04-03,"Tesla","Model Y",397,194,426
"3905",2025-04-03,"Tesla","Powerwall",391,199,386
"3906",2025-04-03,"Tesla","Solar Roof",398,178,417
"3907",2025-04-04,"Apple","AirPods",389,177,367
